Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Industry Groups,Number of Employees,Funding Status,Founders,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Company Type,Hub Tags,Actively Hiring,Investor Type,Investment Stage,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Number of Portfolio Organizations,School Type,School Program,Number of Enrollments,School Method,Number of Alumni,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,CB Rank (Organization),Similar Companies,Contact Job Departments,Total Products Active,Stage
Mirzuno,https://www.crunchbase.com/organization/mirzuno,"Cloud Computing, Cloud Infrastructure, Cloud Storage, Email, Furniture, Web Design, Web Development, Web Hosting","Jatiasih, Jawa Barat, Indonesia","Mirzuno is a Cloud Hosting, Domain Registration, Web Hosting Company","247,104","Consumer Goods, Design, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",1-10,Seed,"Achmad Fauzi, Eko Mulyono, Mrs. Founder of Mirzuno",2022-06-10,day,,,,,https://mirzuno.com,,,,sales@mirzuno.com,62-21-82784703,"Mirzuno Provide Cloud Hosting, Domain Registration, Web Hosting, Web Security, SSL Certificate, Email Hosting, Dedicated Server, Website Builder, VPS","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",17423,,Active,For Profit,,,,,,,,,,,,,,,,2022-06-10,25000000.0,IDR,1711.0,Pre-Seed,25000000.0,IDR,1711.0,Pre-Seed,25000000.0,IDR,1711.0,25000000.0,IDR,1711.0,1.0,"Achmad Fauzi, Eko Mulyono, Mrs. Founder of Mirzuno",2.0,3.0,,,Private,,,,,,,,,,,,,"260,875",12.0,,,
SATU Dental,https://www.crunchbase.com/organization/satu-dental-clinic,"Dental, Health Care","Jakarta, Jakarta Raya, Indonesia",Satu Dental provides access to affordable and high-quality dental treatments,"247,117",Health Care,11-50,Seed,,2022-01-01,day,,,,,https://www.satudental.com/,https://twitter.com/kedoktergigi,https://www.facebook.com/satudental,https://www.linkedin.com/company/satudental,,,Satu Dental Clinic provides all kinds of treatment for dental problems.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2023-03-02,,,,Seed,,,,Seed,,,,,,,1.0,Alpha JWC Ventures,1.0,1.0,,,Private,,,,,,,,,,,,,"260,889",4.0,"Engineering, Human Resources, Management, Operations, Sales, Support",,
PT NFC Indonesia,https://www.crunchbase.com/organization/pt-nfc-indonesia,"Digital Marketing, Market Research","Jakarta, Jakarta Raya, Indonesia",PT NFC Indonesia is a  Digital Exchange Hub Company.,"247,439","Data and Analytics, Design, Sales and Marketing",101-250,IPO,,,,2018-07-12,day,,,http://ptnfc.com/,,,https://www.linkedin.com/company/nfcindonesia,Wben34690@gmail.com,,PT NFC Indonesia is providing the platform of digital exchange hub to serve 140 millions Indonesia internet users with easy to use users experience to connect them each other from many block or layer of business users and walk of life.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12940,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2018-07-12,,,21000000.0,USD,21000000.0,,,,NFCX,https://www.crunchbase.com/ipo/pt-nfc-indonesia-ipo--369eb646,IDX - Indonesia Stock Exchange,"261,233",1.0,,,
Cicil,https://www.crunchbase.com/organization/cicil,"Finance, Financial Services, FinTech, Internet","Jakarta, Jakarta Raya, Indonesia",Cicil is the developer of a financing platform designed to offer education loans.,"248,122","Financial Services, Internet Services",51-100,Early Stage Venture,Leslie Lim,2016-01-01,year,,,,,https://www.cicil.co.id,https://twitter.com/cicil_id,https://www.facebook.com/cicil.co.id,https://www.linkedin.com/company/cicil.co,contactus@cicil.co.id,,"Cicil is a developer of a platform for financing education loans made to meet the demands of students and educational institutions. Their platform helps university students with their credit needs by helping them fill out the application form, analyze their credit scores, and get their finances approved. It also offers financial services to students who need to pay for their tuition and other expenses like laptops, allowing them to pay over time through various e-commerce platforms without the use of a credit card.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1B to $10B,Active,For Profit,,,,,,,,,,,,,,,,2018-08-15,,,,Series A,,,,Series A,,,,50000.0,USD,50000.0,3.0,"Vertex Ventures, East Ventures, Vertex Ventures Southeast Asia & India, Accord Ventures, Meng Xiong Kuok",3.0,8.0,,,Private,,,,,,,,,,,,,"261,962",9.0,"Engineering, Operations",18.0,
Bootstrapmade,https://www.crunchbase.com/organization/bootstrapmade,"E-Commerce, Marketplace, Web Design","Tangerang, Jawa Barat, Indonesia",Twitter bootstrap themes marketplace,"248,378","Commerce and Shopping, Design",1-10,,Heru Susanto,2013-09-01,day,,,,,http://bootstrapmade.com,http://twitter.com/bootstrapmade,http://www.facebook.com/bootstrapmade,,hello@bootstrapmade.com,,"Bootstrapmade is a fairly new marketplace where people can buy and sell premium themes and templates built with twitter bootstrap framework, a powerful front-end toolkit for rapidly developing web applications.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",15710,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"262,237",40.0,,5.0,
Administrasi.Net,https://www.crunchbase.com/organization/administrasi-net,"Education, Media and Entertainment","Bandung, Jawa Barat, Indonesia",Media Education,"248,887","Education, Media and Entertainment",1-10,Early Stage Venture,,2016-02-06,day,,,,,https://administrasi.net/,https://twitter.com/admnet2,https://www.facebook.com/administrasi.net,,adnet243@gmail.com,083101681430,Portal Informasi Pendidikan,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,Non-profit,,,,,,,,,,,,,,,,2021-01-05,1000.0,USD,1000.0,Series A,1000.0,USD,1000.0,Series A,1000.0,USD,1000.0,1000.0,USD,1000.0,1.0,,,,,,Private,,,,,,,,,,,,,"262,784",27.0,,,
Ministry of Education and Culture of the Republic of Indonesia,https://www.crunchbase.com/organization/ministry-of-education-and-culture-of-the-republic-of-indonesia,Education,"Jakarta, Jakarta Raya, Indonesia","Ministry of Education and Culture offers early childhood education, elementary education, and community education affairs.","248,963",Education,10001+,,,1945-01-01,year,,,,,https://www.kemdikbud.go.id,https://www.twitter.com/Kemdikbud_RI,https://www.facebook.com/Kemdikbud.RI,https://www.linkedin.com/company/kemdikbud/?originalSubdomain=id,pengaduan@kemdikbud.go.id,+62 21 5703303,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",10270,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"262,865",2.0,Engineering,28.0,
ARAH4D RTP,https://www.crunchbase.com/organization/arah4d-rtp,"Advertising, Digital Marketing, PC Games, Product Research, SEO, Web Development","Jakarta Pusat, Jakarta Raya, Indonesia","PC Games', ' Product Research', ' Digital Marketing', ' Advertising', ' SEO', ' Web Development","249,195","Advertising, Data and Analytics, Design, Gaming, Internet Services, Sales and Marketing, Software",11-50,,M RYANSYAH M RYANSYAH,2018-01-21,day,,,,,https://arah4d.uk/,https://twitter.com/nongfern_168,https://www.facebook.com/janese.josee.5/,,nex.kos888@gmail.com,081278116527,"PC Games', ' Product Research', ' Digital Marketing', ' Advertising', ' SEO', ' Web Development","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",20128,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"263,115",,,,
Tado,https://www.crunchbase.com/organization/tado-b7d7,,"Permata, Jakarta Raya, Indonesia",Tado is an interactive content platform that helps user to be part of the story.,"249,420",,11-50,Seed,Steven Koesno,2017-01-01,year,,,,,https://www.tadotv.com/,,https://www.facebook.com/Hello.TADOTV,https://www.linkedin.com/company/tado-tv/about/,,,"Tado is the operator of an interactive storytelling platform that is intended to communicate ideas to content creators and consumers. They enable users to choose their own storylines in films, similar to a choose-your-own-adventure book, enabling customers to create their own films under one platform.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12210,,Active,For Profit,,,,,,,,,,,,,,,,2019-01-22,,,,Seed,,,,Seed,,,,,,,1.0,"Insignia Ventures Partners, Merah Putih, Prasetia Dwidharma, EverHaüs, UMG IdeaLab",1.0,8.0,,,Private,,,,,,,,,,,,,"263,359",4.0,,,
Dituta,https://www.crunchbase.com/organization/dituta,Fashion,"Makassar, Sulawesi Selatan, Indonesia",Dituta offers weaving and handcraft services.,"249,533","Clothing and Apparel, Design",,,,,,,,,,,,,,,,Dituta offers weaving and handcraft services.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2023-06-05,35000000.0,IDR,2356.0,Grant,,,,,,,,35000000.0,IDR,2356.0,1.0,SisBerdaya,1.0,1.0,,,Private,,,,,,,,,,,,,"263,483",2.0,,,
Etana,https://www.crunchbase.com/organization/etana,"Biopharma, Biotechnology, Health Care, Medical, Oncology, Pharmaceutical","Jakarta, Jakarta Raya, Indonesia",Etana is focused on the production and sales of biopharmaceuticals for oncology and life-threatening diseases.,"249,759","Biotechnology, Health Care, Science and Engineering",501-1000,Early Stage Venture,,2014-01-01,year,,,,,https://www.id.etanabiotech.com/,,,https://www.linkedin.com/company/pt-etana-biotechnologies-indonesia/,info.corporate@id.etanabiotech.com,(+6221) 4806808,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,2023-03-20,,,,Debt Financing,,,,Series B,,,,,,,2.0,"East Ventures, Highlight Capital, YF Capital, KFW DEG",2.0,4.0,,,Private,,,,,,,,,,,,,"263,726",13.0,,,
Jiwa Group,https://www.crunchbase.com/organization/jiwa-group,Food and Beverage,"Jakarta, Jakarta Raya, Indonesia",Jiwa Group provides Food & Beverages.,"249,834",Food and Beverage,251-500,Seed,Billy Kurniawan,2017-01-01,year,,,,,https://www.jiwagroup.com,https://twitter.com/janjijiwaid,https://www.facebook.com/jiwagroup.id,https://www.linkedin.com/company/jiwagroup,info@jiwagroup.com,021 22585368,Jiwa Group provides Food & Beverages.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2021-11-06,,,,Seed,,,,Seed,,,,,,,1.0,"Openspace, CapSquare Asia Partners",,2.0,,,Private,,,,,,,,,,,,,"263,806",6.0,,,
Joornl,https://www.crunchbase.com/organization/joornl,"Digital Media, Internet, Media and Entertainment, News, Online Portals","Jakarta, Jakarta Raya, Indonesia",100+ news selection everyday in 60 words. ,"249,882","Content and Publishing, Internet Services, Media and Entertainment",1-10,Seed,,2016-01-01,year,,,,none,http://www.joornl.id,https://twitter.com/Joornl_id,https://www.facebook.com/joornl/,https://www.linkedin.com/company/15084039?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A15084039%2Cidx%3A2-2-3%2CtarId%3A1471971736477%2Ctas%3Ajoorn,hello@joornl.id,+6283870272179,"Joornl given the increasingly rapid flow of information and limited time, both for work and daily activity, for the readers to read the latest news.  Joornl summarize 100+ actual news in 60    words without losing the essence of the news articles that have been written. ","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12950,,Closed,For Profit,,,,,,,,,,,,,,,,2016-06-04,200000.0,USD,200000.0,Seed,200000.0,USD,200000.0,Seed,200000.0,USD,200000.0,200000.0,USD,200000.0,1.0,University of Indonesia,,1.0,,,Private,,,,,,,,,,,,,"263,857",1.0,,,
Karuna Baruna Nusantara International,https://www.crunchbase.com/organization/karuna-baruna-nusantara-international,"Apps, Information Technology, Marketing, Web Development","Jakarta, Jakarta Raya, Indonesia",Developing a City Community into a World Recognized IT Solution City.,"250,002","Apps, Information Technology, Sales and Marketing, Software",51-100,,"Brenda Regina Hansen, Indra Pangestu, Obed Irwanto",2020-11-11,day,,,,,https://digitalcenter.id/,,https://www.facebook.com/Karuna-Baruna-Nusantara-102436418559737?utm_source=INSTAGRAM&utm_medium=LinktreeIG&utm_campaign=Confluential%20IG,https://www.linkedin.com/company/kbni,hello@digitalcenter.id,085252290558,"We decided to solve a social problems, where the country have many unemployed people but there is no match skillset. We eagerly bring a solution from that for a human centered society, how we focused on empowering the value of the human and balancing the economic. Karuna Baruna Nusantara International was built to help solve the problem and our focus in supporting our generation nationwide, to Developing a City Community into a World Recognized IT Solution City.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"263,982",3.0,Sales,,
Badan Pengelola Investasi Daya Anagata Nusantara,https://www.crunchbase.com/organization/badan-pengelola-investasi-daya-anagata-nusantara,"Finance, Financial Services, Government","Jakarta Pusat, Jakarta Raya, Indonesia",Badan Pengelola Investasi Daya Anagata Nusantara is an investment management agency that consolidates and optimizes government investments.,"250,020","Financial Services, Government and Military",51-100,,,2025-02-24,day,,,,,https://www.danantaraindonesia.com,,,https://www.linkedin.com/company/danantaraindonesia/,contact@danantaraindonesia.com,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",10330,,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"264,001",,,,
Wardah Beauty,https://www.crunchbase.com/organization/wardah-beauty,"Beauty, Consulting, Cosmetics, Manufacturing, Retail","Jakarta, Jakarta Raya, Indonesia",Wardah Beauty provides various types of cosmetics & beauty products manufacturing services.,"250,092","Commerce and Shopping, Consumer Goods, Manufacturing, Professional Services",251-500,,,1995-01-01,year,,,,,https://www.wardahbeauty.com,https://www.twitter.com/wardahbeauty,https://www.facebook.com/wardahbeauty,https://www.linkedin.com/company/wardah-cosmetic-ramayana-cilegon,Johrenk7@gmail.com,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",24654,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"264,073",19.0,,,
instaPorta,https://www.crunchbase.com/organization/instaporta,"Advertising, Advertising Platforms, Apps, Big Data, Content Marketing, Social Media Advertising","Surabaya, Jawa Timur, Indonesia",instaPorta platform provides brands with an opportunity to work with influencers from different countries.,"250,564","Advertising, Apps, Data and Analytics, Sales and Marketing, Software",1-10,Seed,Veronica Hartosoewito,2017-07-01,month,,,,none,http://www.instaporta.com/,https://twitter.com/instaporta,https://www.facebook.com/instaporta.international,,info@instaporta.com,,"instaPorta platform provides brands with an opportunity to work with influencers from different countries. They aim to connect brands with celebgrams (influencers) to work together and create a brilliant campaign. Instaporta has a sophisticated system, safe and very comfortable to use by all members. It’s able to accommodate all people's needs of their business on Instagram.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Closed,For Profit,,,,,,,,,,,,,,,,2019-02-28,,,,Angel,,,,Angel,3500.0,USD,3500.0,33500.0,USD,33500.0,3.0,,,,,,Private,,,,,,,,,,,,,"264,577",5.0,,,
GetCraft,https://www.crunchbase.com/organization/getcraft,"Advertising, Content Creators, Marketing, Sharing Economy","Jakarta, Jakarta Raya, Indonesia","GetCraft is where innovative companies connect with vetted marketing, content and media providers for all their marketing needs.","250,689","Advertising, Media and Entertainment, Other, Sales and Marketing",101-250,Seed,"Anthony Reza, Patrick Searle",2014-07-01,month,,,,,http://www.getcraft.com,http://twitter.com/get_craft,https://www.facebook.com/GetCraft,http://www.linkedin.com/company/getcraft,info@getcraft.com,,"GetCraft is South East Asia's Premium Creative Directory. It's where innovative companies find, managed & pay vetted marketing, content, and media providers for all their marketing needs. To date, we have helped connect 1,500+ large companies to 10,000+ providers on projects worth over US$24 Million.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12160,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,2020-12-09,,,,Seed,,,,Seed,,,,,,,4.0,"500 Global, SOSV, Artesian VC, AC Ventures, Convergence Ventures",1.0,6.0,,,Private,,,,,,,,,,,,,"264,717",3.0,,33.0,
