Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Facebook,Twitter,Company Type,Actively Hiring,Industry Groups,Number of Employees,Top 5 Investors,Number of Funding Rounds,Funding Status
Eten Technologies,https://www.crunchbase.com/organization/eten-technologies-10e7,,"Food and Beverage, Marketplace, Procurement, Software","Jakarta, Jakarta Raya, Indonesia",Optimising ingredients fulfilment and management for F&B businesses,"234,582",https://www.etentech.co,https://www.linkedin.com/company/eten-tech/,,,For Profit,,"Commerce and Shopping, Food and Beverage, Software, Transportation",1-10,"Antler, Iterative",2,Seed
indosbobet88,https://www.crunchbase.com/organization/indosbobet88,,"Mobile Apps, Online Games, Software","Bandung, Jawa Barat, Indonesia",Indosbobet88 merupakan aplikasi Mobile,"234,645",https://msha.ke/indosbobet88,,,,For Profit,,"Apps, Gaming, Mobile, Software",251-500,,,
Nodeflux,https://www.crunchbase.com/organization/nodeflux,,"Analytics, Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning","Jakarta, Jakarta Raya, Indonesia",Nodeflux is a start-up technology company that offers a paltform for video analytics services.,"234,688",https://www.nodeflux.io/,https://www.linkedin.com/company/nodeflux/,https://www.facebook.com/nodeflux/,,For Profit,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",51-100,"East Ventures, MDI Ventures, Qlue, Prasetia Dwidharma, Indigo by Telkom Indonesia",3,Seed
AYO Indonesia,https://www.crunchbase.com/organization/ayo-indonesia,,"Apps, Information Technology, Mobile Apps, Sports","Jakarta, Jakarta Raya, Indonesia",AYO Indonesia is a Football community app that connects football players and teams across Indonesia.,"234,899",https://ayo.co.id/,https://www.linkedin.com/company/ayo-indonesia/,https://www.facebook.com/ayo.indonesia.sports,https://twitter.com/ayosportapp,For Profit,,"Apps, Information Technology, Mobile, Software, Sports",11-50,"Startup Studio Indonesia, Alphamomentum, Reinaldo Tendean, Joseph Prabantara, Greysia Polii",4,Seed
Badan Nasional Sertifikasi Profesi (BNSP),https://www.crunchbase.com/organization/badan-nasional-sertifikasi-profesi-bnsp,,"Consulting, Government, Professional Services","Jakarta, Jakarta Raya, Indonesia",BNSP is an independent institution that carries out work competency certification for the workforce.,"234,900",https://bnsp.go.id,https://www.linkedin.com/company/bnsp-ri,,,For Profit,,"Government and Military, Other, Professional Services",251-500,,,
Rumah123,https://www.crunchbase.com/organization/rumah123,,"Online Portals, Property Management, Real Estate","Jakarta, Jakarta Raya, Indonesia",Rumah123 is a real estate company that offers online property management services.,"235,008",https://roket123.store/,https://www.linkedin.com/company/rumah123,https://www.facebook.com/Rumah123/,https://twitter.com/rumah123,For Profit,,"Internet Services, Real Estate",101-250,,,
Bustiket,https://www.crunchbase.com/organization/bustiket,,"Apps, Information Technology, Software, Travel","Dki Jakarta, Jakarta Raya, Indonesia",Bustiket is a platform that enables users to find and book bus tickets online.,"235,212",https://bustiket.com,https://www.linkedin.com/company/bustiket.com/,https://www.facebook.com/BUSTIKET/,https://twitter.com/BUSTIKET,For Profit,,"Apps, Information Technology, Software, Travel and Tourism",11-50,"Gan Kapital, GK-Plug and Play Indonesia",1,Seed
Bang Jamin,https://www.crunchbase.com/organization/bang-jamin,,"Artificial Intelligence (AI), Insurance","Jakarta, Jakarta Raya, Indonesia",Bang Jamin offers all-encompassing services and an AI-powered insurance buying and claims process.,"235,549",https://bangjamin.com/,https://www.linkedin.com/company/bang-jamin/,,,For Profit,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1-10,"Northstar Group, BRI Ventures, Venturra",1,Seed
Wardah Beauty,https://www.crunchbase.com/organization/wardah-beauty,,"Beauty, Consulting, Cosmetics, Manufacturing, Retail","Jakarta, Jakarta Raya, Indonesia",Wardah Beauty provides various types of cosmetics & beauty products manufacturing services.,"236,069",https://www.wardahbeauty.com,https://www.linkedin.com/company/wardah-cosmetic-ramayana-cilegon,https://www.facebook.com/wardahbeauty,https://www.twitter.com/wardahbeauty,For Profit,,"Commerce and Shopping, Consumer Goods, Manufacturing, Professional Services",251-500,,,
krakakoa,https://www.crunchbase.com/organization/krakakoa,,Food and Beverage,"Mampangprapatan, Jakarta Raya, Indonesia",krakakoa is a food and drink company that makes chocolate items.,"236,610",https://krakakoa.com/,https://www.linkedin.com/company/krakakoa,,,For Profit,,Food and Beverage,11-50,"Impact Investment Exchange (IIX), Ango Ventures, YCAB Ventures, Jeremy Oppenheim, Ladies Investment Club VC",2,
Karuna Baruna Nusantara International,https://www.crunchbase.com/organization/karuna-baruna-nusantara-international,,"Apps, Information Technology, Marketing, Web Development","Jakarta, Jakarta Raya, Indonesia",Developing a City Community into a World Recognized IT Solution City.,"236,892",https://digitalcenter.id/,https://www.linkedin.com/company/kbni,https://www.facebook.com/Karuna-Baruna-Nusantara-102436418559737?utm_source=INSTAGRAM&utm_medium=LinktreeIG&utm_campaign=Confluential%20IG,,For Profit,,"Apps, Information Technology, Sales and Marketing, Software",51-100,,,
Cicil,https://www.crunchbase.com/organization/cicil,,"Finance, Financial Services, FinTech, Internet","Jakarta, Jakarta Raya, Indonesia",Cicil is the developer of a financing platform designed to offer education loans.,"236,951",https://www.cicil.co.id,https://www.linkedin.com/company/cicil.co,https://www.facebook.com/cicil.co.id,https://twitter.com/cicil_id,For Profit,,"Financial Services, Internet Services",51-100,"Vertex Ventures, East Ventures, Vertex Ventures Southeast Asia & India, Accord Ventures, Meng Xiong Kuok",3,Early Stage Venture
PT Chishiki NoHikari Indonesia,https://www.crunchbase.com/organization/pt-chishiki-nohikari-indonesia,,"Content Creators, E-Learning, Education, Graphic Design, Market Research, PC Games, Product Research","Jakarta, Jakarta Raya, Indonesia","A company that is engaged to provide benefits to users in many fields such as design, research, education, etc.","237,108",http://www.chishikinh.my.id,http://linkedin.com/company/chishikinh,,,For Profit,,"Data and Analytics, Design, Education, Gaming, Media and Entertainment, Software",1-10,,1,Seed
Mina News Agency,https://www.crunchbase.com/organization/mina-news-agency,,"News, Publishing, Social News","Jakarta, Jakarta Raya, Indonesia","Mina News Agency publishes news on the Islamic world and Palestine in Indonesian, English, and Arabic.","237,291",https://www.minanews.net,https://www.linkedin.com/company/kantor-berita-mina,https://www.facebook.com/minanewsnet,,For Profit,,"Content and Publishing, Media and Entertainment",11-50,,,
SEVEN Retail Group,https://www.crunchbase.com/organization/seven-retail-group,,Lifestyle,"Jakarta, Jakarta Raya, Indonesia",Next-gen House of Brands from F&B to Lifestyle Services for Indonesian millennials and beyond,"237,493",https://seven-retail.com/,https://www.linkedin.com/company/seven-retail-group/,,,For Profit,,Community and Lifestyle,501-1000,,,
Propertree,https://www.crunchbase.com/organization/propertree,,"FinTech, Property Development, Real Estate Investment","Depok, Jawa Barat, Indonesia",Propertree fixates on investment that digitizes property project funding with a crowdfunding system based on financial technology.,"237,943",https://propertree.id,https://www.linkedin.com/company/propertree-id/,https://www.facebook.com/propertree.id/,https://twitter.com/propertreeid?,For Profit,,"Financial Services, Real Estate",51-100,,,
Jiwa Group,https://www.crunchbase.com/organization/jiwa-group,,Food and Beverage,"Jakarta, Jakarta Raya, Indonesia",Jiwa Group provides Food & Beverages.,"238,095",https://www.jiwagroup.com,https://www.linkedin.com/company/jiwagroup,https://www.facebook.com/jiwagroup.id,https://twitter.com/janjijiwaid,For Profit,,Food and Beverage,251-500,"Openspace, CapSquare Asia Partners",1,Seed
instaPorta,https://www.crunchbase.com/organization/instaporta,,"Advertising, Advertising Platforms, Apps, Big Data, Content Marketing, Social Media Advertising","Surabaya, Jawa Timur, Indonesia",instaPorta platform provides brands with an opportunity to work with influencers from different countries.,"238,652",http://www.instaporta.com/,,https://www.facebook.com/instaporta.international,https://twitter.com/instaporta,For Profit,,"Advertising, Apps, Data and Analytics, Sales and Marketing, Software",1-10,,3,Seed
KADIN,https://www.crunchbase.com/organization/kadin,,"Consulting, Government","Jakarta, Jakarta Raya, Indonesia","KADIN is focused on all matters relating to trade, industry and services.","238,948",http://bsd-kadin.org/,https://www.linkedin.com/company/indonesian-chamber-of-commerce-in-hong-kong-and-macau,,,For Profit,,"Government and Military, Professional Services",51-100,,,
Schoters,https://www.crunchbase.com/organization/schoters,,"E-Learning, EdTech, Education","Jakarta, Jakarta Raya, Indonesia",Schoters  is an education company located in Tangerang.,"239,602",http://schoters.com/,https://www.linkedin.com/company/schoters,https://www.facebook.com/schoters/,https://twitter.com/schoters_com,For Profit,,"Education, Software",51-100,"Startup Studio Indonesia, Init 6, EduSpaze",2,M&A
Happy5,https://www.crunchbase.com/organization/happy5,,"Application Performance Management, Consulting, Enterprise Software, Human Resources, Information Technology, Mobile Apps, Social Media","Jakarta, Jakarta Raya, Indonesia","Happy5 helps organizations track and manage their goals, projects, & performance reviews all in one happy place.","239,650",https://www.happy5.co,https://www.linkedin.com/company/happy-five,,https://www.twitter.com/happy5apps,For Profit,,"Administrative Services, Apps, Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Mobile, Professional Services, Software",51-100,,1,
Seeds,https://www.crunchbase.com/organization/seeds-0ba6,,"Asset Management, Financial Services, FinTech, Information Technology","Jakarta, Jakarta Raya, Indonesia",Seeds is a fintech company that offers a multi-asset investment platform assisting digital-savvy millennials to earn passive income.,"239,698",https://seeds.finance,https://www.linkedin.com/company/finance-seeds/,,,For Profit,,"Financial Services, Information Technology",11-50,"Ruvento, DeVC, DeVC India, Seven Capital Valor, Prantik Mazumdar",2,Seed
PergiKuliner,https://www.crunchbase.com/organization/pergikuliner,,"Food and Beverage, Hospitality, Restaurants","Grogol, Jakarta Raya, Indonesia",PergiKuliner.com is a restaurant directory and review site that contains delicious places for people to locate their favorite restaurants.,"240,767",https://pergikuliner.com/,https://www.linkedin.com/company/pergikuliner-com,https://www.facebook.com/pergikuliner,https://twitter.com/pergikuliner,For Profit,,"Food and Beverage, Travel and Tourism",11-50,,,
IsuzuNiaga,https://www.crunchbase.com/organization/isuzuniaga,,Automotive,"Jakarta, Jakarta Raya, Indonesia",Dealer Resmi Isuzu Jakarta,"240,781",https://isuzuniaga.com/,https://www.linkedin.com/company/isuzu-niaga/,https://www.facebook.com/isuzuniaga/,,For Profit,,Transportation,10001+,,1,Seed
Surplus Indonesia,https://www.crunchbase.com/organization/surplus-indonesia,,"Food and Beverage, Marketplace","Jakarta, Jakarta Raya, Indonesia",Surplus Indonesia provides a marketplace for secondary products.,"241,553",https://www.surplus.id/,https://www.linkedin.com/company/surplus-indonesia/,,https://twitter.com/surplus_id,For Profit,,"Commerce and Shopping, Food and Beverage",11-50,"B Capital, G-P/Globalization Partners, Startup Studio Indonesia, SPIL Ventures, ADP",3,Seed
Bank OCBC NISP,https://www.crunchbase.com/organization/bank-ocbc-nisp,,"Banking, Financial Services, Service Industry","Jakarta, Jakarta Raya, Indonesia",Bank OCBC NISP is a Banking And Financial Services Company.,"241,695",https://www.ocbcnisp.com/,https://www.linkedin.com/company/pt--bank-ocbc-nisp-tbk/about/,,,For Profit,,"Financial Services, Lending and Investments, Other",5001-10000,,,
AdaPundi,https://www.crunchbase.com/organization/adapundi,,"Credit, Finance, Financial Services","Dki Jakarta, Jakarta Raya, Indonesia","AdaPundi is an online lending platform that provides an array of financial solutions including events, funding, and compliant services.","242,385",https://www.adapundi.com/,https://www.linkedin.com/company/adapundi/,https://www.facebook.com/AdaPundiOfficial/,https://twitter.com/AdaPundi/,For Profit,,"Financial Services, Lending and Investments",101-250,,,
Sleekr,https://www.crunchbase.com/organization/sleekr-2,,"Accounting, Human Resources, SaaS, Small and Medium Businesses, Software","Jakarta, Jakarta Raya, Indonesia",Sleekr is a technology company with a mission to improve the efficiency and effectiveness of workplace for both employee and management.,"242,552",https://www.sleekr.co,https://www.linkedin.com/company/6404901/,https://www.facebook.com/sleekr.co,https://www.twitter.com/sleekrco,For Profit,,"Administrative Services, Financial Services, Other, Professional Services, Software",11-50,Alto Partners,1,M&A
JAS Airport Services,https://www.crunchbase.com/organization/jas-airport-services,,"Aerospace, Consulting, Transportation","Jakarta, Jakarta Raya, Indonesia","JAS Airport Services provides products and services such as ground handling, cargo tracking, flight support, and lounge services.","242,908",https://www.ptjas.co.id/,https://www.linkedin.com/company/pt-jasa-angkasa-semesta-tbk/,https://www.facebook.com/PT-Jasa-Angkasa-Semesta-Tbk-238567366165548,,For Profit,,"Professional Services, Science and Engineering, Transportation",1001-5000,,,
Volta,https://www.crunchbase.com/organization/volta-3b3a,,"Battery, Electric Vehicle, Energy Storage, Logistics, Supply Chain Management, Transportation","Jakarta, Jakarta Raya, Indonesia",Volta Indonesia is a company that focuses on providing electric vehicle technology.,"243,363",https://www.voltaindonesia.com,https://www.linkedin.com/company/volta-indonesia,https://www.facebook.com/officialvoltaindonesia?_rdc=1&_rdr,https://twitter.com/indonesiavolta,For Profit,,"Energy, Transportation",101-250,"Rigel Capital, SAIC Venture Capital, Twin Towers Ventures, LX Ventures",2,Seed
